0:note,1:octave,2:duration (s),3:principal value,4:absolute value,5:canonical duration (s),6:canonical time value label,7:weight
E,5,0.56875,4,64,1.0,5,1.0
A,4,1.13875,9,57,2.002197802197802,2,1.0
C,5,0.5687499999999999,0,60,0.9999999999999999,5,1.0
B,4,0.28374999999999995,11,59,0.49890109890109885,8,1.0
C,5,0.28374999999999995,0,60,0.49890109890109885,8,1.0
A,4,0.5687500000000001,9,57,1.0000000000000002,5,1.0
B,4,0.5687500000000001,11,59,1.0000000000000002,5,1.0
C,5,0.2837499999999995,0,60,0.4989010989010981,8,1.0
D,5,0.2837500000000004,2,62,0.4989010989010996,8,1.0
E,5,0.5687500000000005,4,64,1.000000000000001,5,1.0
A,5,0.5687499999999996,9,69,0.9999999999999994,5,1.0
G,5,5.12875,7,67,9.01758241758242,0,1.0
E,5,1.13875,4,64,2.002197802197802,2,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
D,5,1.13875,2,62,2.002197802197802,2,1.0
E,5,0.5687499999999996,4,64,0.9999999999999994,5,1.0
G,4,1.1387500000000017,7,55,2.0021978021978053,2,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
D,5,1.1387499999999982,2,62,2.002197802197799,2,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
C,5,0.5687499999999979,0,60,0.9999999999999963,5,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
B,4,0.5687499999999979,11,59,0.9999999999999963,5,1.0
E,5,0.5687499999999979,4,64,0.9999999999999963,5,1.0
A,4,1.1387500000000017,9,57,2.0021978021978053,2,1.0
C,5,0.5687499999999979,0,60,0.9999999999999963,5,1.0
B,4,0.2837500000000013,11,59,0.49890109890110124,8,1.0
C,5,0.2837500000000013,0,60,0.49890109890110124,8,1.0
A,4,0.5687499999999979,9,57,0.9999999999999963,5,1.0
B,4,0.5687500000000014,11,59,1.0000000000000027,5,1.0
C,5,0.2837500000000013,0,60,0.49890109890110124,8,1.0
D,5,0.2837499999999977,2,62,0.49890109890109496,8,1.0
E,5,0.5687499999999979,4,64,0.9999999999999963,5,1.0
A,5,0.5687500000000014,9,69,1.0000000000000027,5,1.0
G,5,6.268749999999997,7,67,11.021978021978018,0,1.0
G,5,0.5687500000000014,7,67,1.0000000000000027,5,1.0
F#,5,1.1387499999999946,6,66,2.002197802197793,2,1.0
G,5,0.5687500000000014,7,67,1.0000000000000027,5,1.0
B,4,1.1387500000000017,11,59,2.0021978021978053,2,1.0
G,5,0.5687499999999943,7,67,0.99999999999999,5,1.0
F#,5,1.1387500000000017,6,66,2.0021978021978053,2,1.0
G,5,0.5687500000000014,7,67,1.0000000000000027,5,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
F,5,0.5687500000000014,5,65,1.0000000000000027,5,1.0
D,5,0.5687500000000014,2,62,1.0000000000000027,5,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
A,4,1.1387499999999946,9,57,2.002197802197793,2,1.0
C,5,0.5687500000000014,0,60,1.0000000000000027,5,1.0
B,4,0.2837499999999977,11,59,0.49890109890109496,8,1.0
C,5,0.28375000000000483,0,60,0.49890109890110745,8,1.0
A,4,0.5687500000000014,9,57,1.0000000000000027,5,1.0
B,4,0.5687499999999943,11,59,0.99999999999999,5,1.0
C,5,0.28375000000000483,0,60,0.49890109890110745,8,1.0
D,5,0.2837499999999977,2,62,0.49890109890109496,8,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
A,5,0.5687500000000014,9,69,1.0000000000000027,5,1.0
G,5,5.128749999999997,7,67,9.017582417582412,0,1.0
E,5,1.1387500000000017,4,64,2.0021978021978053,2,1.0
E,5,0.5687499999999943,4,64,0.99999999999999,5,1.0
D,5,1.1387500000000017,2,62,2.0021978021978053,2,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
G,4,1.1387500000000017,7,55,2.0021978021978053,2,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
D,5,1.1387500000000017,2,62,2.0021978021978053,2,1.0
E,5,0.5687500000000014,4,64,1.0000000000000027,5,1.0
C,5,0.5687499999999943,0,60,0.99999999999999,5,1.0
E,5,0.18874999999999886,4,64,0.3318681318681299,10,1.0
E,5,0.18874999999999886,4,64,0.3318681318681299,10,1.0
G,5,0.18874999999999886,7,67,0.3318681318681299,10,1.0
F,5,0.18874999999999886,5,65,0.3318681318681299,10,1.0
E,5,0.18875000000000597,4,64,0.3318681318681424,10,1.0
B,4,0.5687500000000014,11,59,1.0000000000000027,5,1.0
E,5,0.18874999999999886,4,64,0.3318681318681299,10,1.0
E,5,0.05000000000001137,4,64,0.0879120879121079,13,1.0
E,5,0.1487499999999926,4,64,0.26153846153844856,11,1.0
G,5,0.18874999999999886,7,67,0.3318681318681299,10,1.0
