0:note,1:octave,2:duration (s),3:principal value,4:absolute value,5:canonical duration (s),6:canonical time value label,7:weight
A,5,0.37343750000000003,9,69,0.5,8,1.0
B,5,0.3734375000000001,11,71,0.5000000000000001,8,1.0
C,6,0.3734375000000001,0,72,0.5000000000000001,8,1.0
G#,5,0.3734375000000001,8,68,0.5000000000000001,8,1.0
A,5,0.3734375000000001,9,69,0.5000000000000001,8,1.0
F,5,0.3734375000000001,5,65,0.5000000000000001,8,1.0
E,5,0.7484375000000001,4,64,1.0020920502092052,5,1.0
E,5,0.7484375000000001,4,64,1.0020920502092052,5,1.0
E,5,0.7484375000000005,4,64,1.0020920502092057,5,1.0
E,5,0.7484375000000005,4,64,1.0020920502092057,5,1.0
F,5,0.37343750000000053,5,65,0.5000000000000007,8,1.0
E,5,0.37343750000000053,4,64,0.5000000000000007,8,1.0
D,5,0.37343750000000053,2,62,0.5000000000000007,8,1.0
B,4,0.37343750000000053,11,59,0.5000000000000007,8,1.0
C,5,1.4984374999999996,0,60,2.0062761506276146,2,1.0
A,4,0.7484374999999996,9,57,1.0020920502092046,5,1.0
A,5,0.203125,9,69,0.2719665271966527,11,1.0
B,5,0.203125,11,71,0.2719665271966527,11,1.0
C,6,0.203125,0,72,0.2719665271966527,11,1.0
G#,5,0.203125,8,68,0.2719665271966527,11,1.0
A,5,0.203125,9,69,0.2719665271966527,11,1.0
G#,5,0.203125,8,68,0.2719665271966527,11,1.0
G,5,0.203125,7,67,0.2719665271966527,11,1.0
G#,5,0.203125,8,68,0.2719665271966527,11,1.0
B,5,0.203125,11,71,0.2719665271966527,11,1.0
A,5,0.203125,9,69,0.2719665271966527,11,1.0
F,5,0.203125,5,65,0.2719665271966527,11,1.0
E,5,0.203125,4,64,0.2719665271966527,11,1.0
F,5,0.203125,5,65,0.2719665271966527,11,1.0
D#,5,0.203125,3,63,0.2719665271966527,11,1.0
E,5,0.203125,4,64,0.2719665271966527,11,1.0
A,5,0.203125,9,69,0.2719665271966527,11,1.0
G#,5,0.203125,8,68,0.2719665271966527,11,1.0
G,5,0.203125,7,67,0.2719665271966527,11,1.0
F#,5,0.203125,6,66,0.2719665271966527,11,1.0
F,5,0.203125,5,65,0.2719665271966527,11,1.0
E,5,0.203125,4,64,0.2719665271966527,11,1.0
D#,5,0.203125,3,63,0.2719665271966527,11,1.0
D,5,0.203125,2,62,0.2719665271966527,11,1.0
C#,5,0.203125,1,61,0.2719665271966527,11,1.0
C,5,0.203125,0,60,0.2719665271966527,11,1.0
B,4,0.203125,11,59,0.2719665271966527,11,1.0
C,5,0.203125,0,60,0.2719665271966527,11,1.0
B,4,0.203125,11,59,0.2719665271966527,11,1.0
A#,4,0.203125,10,58,0.2719665271966527,11,1.0
B,4,0.203125,11,59,0.2719665271966527,11,1.0
E,5,0.203125,4,64,0.2719665271966527,11,1.0
D#,5,0.203125,3,63,0.2719665271966527,11,1.0
D,5,0.203125,2,62,0.2719665271966527,11,1.0
C,5,1.4984375000000014,0,60,2.0062761506276168,2,1.0
A,4,0.7484375000000014,9,57,1.002092050209207,5,1.0
A,5,0.7484375000000014,9,69,1.002092050209207,5,1.0
A,5,0.7484375000000014,9,69,1.002092050209207,5,1.0
A,5,0.7484375000000014,9,69,1.002092050209207,5,1.0
G,5,2.9984375000000014,7,67,4.014644351464437,0,1.0
C,5,0.7484375000000014,0,60,1.002092050209207,5,1.0
A,4,0.3734375000000014,9,57,0.5000000000000019,8,1.0
B,4,0.3734375000000014,11,59,0.5000000000000019,8,1.0
C,5,0.3734375000000014,0,60,0.5000000000000019,8,1.0
F,5,0.3734375000000014,5,65,0.5000000000000019,8,1.0
E,5,2.2484375000000014,4,64,3.0104602510460268,1,1.0
D,5,0.7484375000000014,2,62,1.002092050209207,5,1.0
E,5,0.3734375000000014,4,64,0.5000000000000019,8,1.0
D,5,0.3734375000000014,2,62,0.5000000000000019,8,1.0
C,5,0.3734375000000014,0,60,0.5000000000000019,8,1.0
G#,4,0.3734375000000014,8,56,0.5000000000000019,8,1.0
G,4,1.4984375000000014,7,55,2.0062761506276168,2,1.0
C,5,0.7484375000000014,0,60,1.002092050209207,5,1.0
D,5,0.7484375000000014,2,62,1.002092050209207,5,1.0
E,5,0.3734375000000014,4,64,0.5000000000000019,8,1.0
D,5,0.3734375000000014,2,62,0.5000000000000019,8,1.0
C,5,0.3734375000000014,0,60,0.5000000000000019,8,1.0
D,5,0.3734375000000014,2,62,0.5000000000000019,8,1.0
E,5,2.2484375000000014,4,64,3.0104602510460268,1,1.0
A,5,0.3734375000000014,9,69,0.5000000000000019,8,1.0
B,5,0.3734375000000014,11,71,0.5000000000000019,8,1.0
C,6,0.3734375000000014,0,72,0.5000000000000019,8,1.0
G#,5,0.3734375000000014,8,68,0.5000000000000019,8,1.0
A,5,0.3734375000000014,9,69,0.5000000000000019,8,1.0
F,5,0.3734375000000014,5,65,0.5000000000000019,8,1.0
E,5,0.7484375000000014,4,64,1.002092050209207,5,1.0
E,5,0.7484375000000014,4,64,1.002092050209207,5,1.0
E,5,0.7484375000000014,4,64,1.002092050209207,5,1.0
E,5,0.7484375000000014,4,64,1.002092050209207,5,1.0
F,5,0.3734375000000014,5,65,0.5000000000000019,8,1.0
E,5,0.3734375000000014,4,64,0.5000000000000019,8,1.0
D,5,0.3734375000000014,2,62,0.5000000000000019,8,1.0
B,4,0.3734375000000014,11,59,0.5000000000000019,8,1.0
C,5,1.4984375000000014,0,60,2.0062761506276168,2,1.0
A,4,0.7484375000000014,9,57,1.002092050209207,5,1.0
A,5,0.203125,9,69,0.2719665271966527,11,1.0
B,5,0.203125,11,71,0.2719665271966527,11,1.0
C,6,0.203125,0,72,0.2719665271966527,11,1.0
G#,5,0.203125,8,68,0.2719665271966527,11,1.0
A,5,0.203125,9,69,0.2719665271966527,11,1.0
G#,5,0.203125,8,68,0.2719665271966527,11,1.0
G,5,0.203125,7,67,0.2719665271966527,11,1.0
G#,5,0.203125,8,68,0.2719665271966527,11,1.0
B,5,0.203125,11,71,0.2719665271966527,11,1.0
A,5,0.203125,9,69,0.2719665271966527,11,1.0
F,5,0.203125,5,65,0.2719665271966527,11,1.0
E,5,0.24843750000000142,4,64,0.3326359832636002,10,1.0
E,7,0.24843750000000142,4,88,0.3326359832636002,10,1.0
D#,7,0.24843750000000142,3,87,0.3326359832636002,10,1.0
D,7,0.24843750000000142,2,86,0.3326359832636002,10,1.0
C,7,0.24843750000000142,0,84,0.3326359832636002,10,1.0
B,6,0.24843750000000142,11,83,0.3326359832636002,10,1.0
A,6,0.24843750000000142,9,81,0.3326359832636002,10,1.0
