0:note,1:octave,2:duration (s),3:principal value,4:absolute value,5:canonical duration (s),6:canonical time value label,7:weight
E,4,0.9979166666666667,4,52,1.0,5,1.0
A,4,0.7479166666666666,9,57,0.7494780793319414,6,1.0
B,4,0.24791666666666656,11,59,0.24843423799582454,11,1.0
C,5,0.7479166666666668,0,60,0.7494780793319417,6,1.0
D,5,0.24791666666666679,2,62,0.24843423799582476,11,1.0
E,5,0.9979166666666668,4,64,1.0000000000000002,5,1.0
E,5,0.9979166666666668,4,64,1.0000000000000002,5,1.0
D#,5,0.7479166666666668,3,63,0.7494780793319417,6,1.0
E,5,0.24791666666666679,4,64,0.24843423799582476,11,1.0
E,5,0.05833333333333357,4,64,0.05845511482254721,13,1.0
G,5,0.05833333333333357,7,67,0.05845511482254721,13,1.0
F,5,0.6229166666666668,5,65,0.6242171189979124,7,1.0
E,5,0.24791666666666679,4,64,0.24843423799582476,11,1.0
A,4,1.9979166666666668,9,57,2.0020876826722342,2,1.0
B,4,0.7479166666666668,11,59,0.7494780793319417,6,1.0
E,4,0.24791666666666679,4,52,0.24843423799582476,11,1.0
E,4,0.05833333333333357,4,52,0.05845511482254721,13,1.0
G,4,0.05833333333333357,7,55,0.05845511482254721,13,1.0
F,4,0.6229166666666668,5,53,0.6242171189979124,7,1.0
E,4,0.24791666666666679,4,52,0.24843423799582476,11,1.0
E,4,0.9979166666666668,4,52,1.0000000000000002,5,1.0
A,4,0.9979166666666668,9,57,1.0000000000000002,5,1.0
A,4,0.16458333333333286,9,57,0.16492693110647136,12,1.0
B,4,0.16458333333333286,11,59,0.16492693110647136,12,1.0
A,4,0.16458333333333286,9,57,0.16492693110647136,12,1.0
G#,4,0.16458333333333286,8,56,0.16492693110647136,12,1.0
A,4,0.16458333333333286,9,57,0.16492693110647136,12,1.0
B,4,0.16458333333333286,11,59,0.16492693110647136,12,1.0
C,5,0.16458333333333286,0,60,0.16492693110647136,12,1.0
C#,5,0.16458333333333286,1,61,0.16492693110647136,12,1.0
D,5,0.16458333333333286,2,62,0.16492693110647136,12,1.0
D#,5,0.16458333333333286,3,63,0.16492693110647136,12,1.0
F,5,0.16458333333333286,5,65,0.16492693110647136,12,1.0
E,5,0.16458333333333286,4,64,0.16492693110647136,12,1.0
B,4,1.997916666666665,11,59,2.002087682672232,2,1.0
A,4,0.747916666666665,9,57,0.7494780793319399,6,1.0
B,4,0.247916666666665,11,59,0.24843423799582298,11,1.0
C,5,0.747916666666665,0,60,0.7494780793319399,6,1.0
D,5,0.247916666666665,2,62,0.24843423799582298,11,1.0
E,5,0.997916666666665,4,64,0.9999999999999983,5,1.0
E,5,0.997916666666665,4,64,0.9999999999999983,5,1.0
D#,5,0.747916666666665,3,63,0.7494780793319399,6,1.0
E,5,0.247916666666665,4,64,0.24843423799582298,11,1.0
E,5,0.05833333333333357,4,64,0.05845511482254721,13,1.0
G,5,0.05833333333333357,7,67,0.05845511482254721,13,1.0
F,5,0.6229166666666686,5,65,0.6242171189979142,7,1.0
E,5,0.247916666666665,4,64,0.24843423799582298,11,1.0
A,4,1.997916666666665,9,57,2.002087682672232,2,1.0
B,4,0.747916666666665,11,59,0.7494780793319399,6,1.0
E,4,0.247916666666665,4,52,0.24843423799582298,11,1.0
E,4,0.05833333333333357,4,52,0.05845511482254721,13,1.0
G,4,0.05833333333333357,7,55,0.05845511482254721,13,1.0
F,4,0.6229166666666686,5,53,0.6242171189979142,7,1.0
E,4,0.247916666666665,4,52,0.24843423799582298,11,1.0
E,4,0.997916666666665,4,52,0.9999999999999983,5,1.0
A,4,0.997916666666665,9,57,0.9999999999999983,5,1.0
B,4,0.19791666666666785,11,59,0.19832985386221413,12,1.0
C,5,0.19791666666666785,0,60,0.19832985386221413,12,1.0
B,4,0.19791666666666785,11,59,0.19832985386221413,12,1.0
A,4,0.19791666666666785,9,57,0.19832985386221413,12,1.0
B,4,0.1979166666666643,11,59,0.19832985386221058,12,1.0
C,5,0.747916666666665,0,60,0.7494780793319399,6,1.0
B,4,0.247916666666665,11,59,0.24843423799582298,11,1.0
A,4,0.997916666666665,9,57,0.9999999999999983,5,1.0
E,4,0.49791666666666856,4,52,0.49895615866388504,8,1.0
A,4,0.7479166666666686,9,57,0.7494780793319434,6,1.0
B,4,0.24791666666666856,11,59,0.24843423799582656,11,1.0
C,5,0.7479166666666686,0,60,0.7494780793319434,6,1.0
D,5,0.24791666666666856,2,62,0.24843423799582656,11,1.0
E,5,0.9979166666666686,4,64,1.000000000000002,5,1.0
E,5,0.9979166666666686,4,64,1.000000000000002,5,1.0
D#,5,0.7479166666666686,3,63,0.7494780793319434,6,1.0
E,5,0.24791666666666856,4,64,0.24843423799582656,11,1.0
E,5,0.05833333333333002,4,64,0.058455114822543654,13,1.0
G,5,0.05833333333333002,7,67,0.058455114822543654,13,1.0
F,5,0.6229166666666615,5,65,0.6242171189979071,7,1.0
E,5,0.24791666666666856,4,64,0.24843423799582656,11,1.0
A,4,1.9979166666666686,9,57,2.0020876826722356,2,1.0
B,4,0.7479166666666686,11,59,0.7494780793319434,6,1.0
E,4,0.24791666666666856,4,52,0.24843423799582656,11,1.0
E,4,0.05833333333333002,4,52,0.058455114822543654,13,1.0
G,4,0.05833333333333002,7,55,0.058455114822543654,13,1.0
F,4,0.6229166666666615,5,53,0.6242171189979071,7,1.0
E,4,0.24791666666666856,4,52,0.24843423799582656,11,1.0
E,4,0.9979166666666686,4,52,1.000000000000002,5,1.0
A,4,0.9979166666666686,9,57,1.000000000000002,5,1.0
A,4,0.16458333333333286,9,57,0.16492693110647136,12,1.0
B,4,0.16458333333333286,11,59,0.16492693110647136,12,1.0
A,4,0.16458333333333286,9,57,0.16492693110647136,12,1.0
G#,4,0.16458333333333286,8,56,0.16492693110647136,12,1.0
A,4,0.16458333333333286,9,57,0.16492693110647136,12,1.0
B,4,0.16458333333333286,11,59,0.16492693110647136,12,1.0
C,5,0.16458333333333286,0,60,0.16492693110647136,12,1.0
C#,5,0.16458333333333286,1,61,0.16492693110647136,12,1.0
D,5,0.16458333333333286,2,62,0.16492693110647136,12,1.0
D#,5,0.16458333333333286,3,63,0.16492693110647136,12,1.0
F,5,0.16458333333333286,5,65,0.16492693110647136,12,1.0
E,5,0.16458333333333286,4,64,0.16492693110647136,12,1.0
B,4,1.9979166666666686,11,59,2.0020876826722356,2,1.0
A,4,0.7479166666666686,9,57,0.7494780793319434,6,1.0
