0:note,1:octave,2:duration (s),3:principal value,4:absolute value,5:canonical duration (s),6:canonical time value label,7:weight
G,4,0.47291666666666665,7,55,0.5,8,1.0
E,5,1.8979166666666667,4,64,2.0066079295154187,2,1.0
D,5,0.47291666666666643,2,62,0.4999999999999998,8,1.0
E,5,0.47291666666666643,4,64,0.4999999999999998,8,1.0
D,5,1.4229166666666666,2,62,1.5044052863436124,3,1.0
C,5,0.947916666666667,0,60,1.0022026431718065,5,1.0
G,4,0.47291666666666643,7,55,0.4999999999999998,8,1.0
E,5,0.947916666666667,4,64,1.0022026431718065,5,1.0
A,4,0.47291666666666643,9,57,0.4999999999999998,8,1.0
A,5,0.9479166666666661,9,69,1.0022026431718056,5,1.0
E,5,0.47291666666666643,4,64,0.4999999999999998,8,1.0
G,5,1.4229166666666657,7,67,1.5044052863436115,3,1.0
F,5,0.9479166666666661,5,65,1.0022026431718056,5,1.0
E,5,0.47291666666666643,4,64,0.4999999999999998,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
E,5,0.9479166666666661,4,64,1.0022026431718056,5,1.0
B,4,0.47291666666666643,11,59,0.4999999999999998,8,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
A,4,1.4229166666666657,9,57,1.5044052863436115,3,1.0
G,4,0.47291666666666643,7,55,0.4999999999999998,8,1.0
B,5,0.47291666666666643,11,71,0.4999999999999998,8,1.0
A,5,0.47291666666666643,9,69,0.4999999999999998,8,1.0
G,5,0.23541666666666572,7,67,0.24889867841409594,11,1.0
F,5,0.23541666666666572,5,65,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
F,5,0.23541666666666572,5,65,0.24889867841409594,11,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
G,4,0.47291666666666643,7,55,0.4999999999999998,8,1.0
E,5,1.4229166666666657,4,64,1.5044052863436115,3,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
D,5,0.07499999999999929,2,62,0.07929515418502128,13,1.0
E,5,0.07499999999999929,4,64,0.07929515418502128,13,1.0
D,5,0.07499999999999929,2,62,0.07929515418502128,13,1.0
C#,5,0.23541666666666572,1,61,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
D,5,0.47291666666666643,2,62,0.4999999999999998,8,1.0
C,5,1.185416666666665,0,60,1.2533039647577076,4,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
C,5,0.07499999999999929,0,60,0.07929515418502128,13,1.0
D,5,0.07499999999999929,2,62,0.07929515418502128,13,1.0
C,5,0.07499999999999929,0,60,0.07929515418502128,13,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
C,5,0.23541666666666572,0,60,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
G#,4,0.23541666666666572,8,56,0.24889867841409594,11,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
A#,4,0.23541666666666572,10,58,0.24889867841409594,11,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
C#,5,0.23541666666666572,1,61,0.24889867841409594,11,1.0
F,5,0.23541666666666572,5,65,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
A#,5,0.23541666666666572,10,70,0.24889867841409594,11,1.0
A,5,0.23541666666666572,9,69,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
G,5,1.4229166666666657,7,67,1.5044052863436115,3,1.0
F,5,0.9479166666666643,5,65,1.0022026431718036,5,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
C#,5,0.12291666666666856,1,61,0.12995594713656589,13,1.0
D,5,0.12291666666666856,2,62,0.12995594713656589,13,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
A,4,1.4229166666666657,9,57,1.5044052863436115,3,1.0
G,4,0.4729166666666629,7,55,0.49999999999999606,8,1.0
B,5,0.4729166666666629,11,71,0.49999999999999606,8,1.0
A,5,0.4729166666666629,9,69,0.49999999999999606,8,1.0
G,5,0.23541666666666572,7,67,0.24889867841409594,11,1.0
F,5,0.23541666666666572,5,65,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
F,5,0.11666666666666714,5,65,0.12334801762114588,13,1.0
F,5,0.12291666666666856,5,65,0.12995594713656589,13,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
C,5,1.8979166666666671,0,60,2.006607929515419,2,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
E,5,0.9479166666666643,4,64,1.0022026431718036,5,1.0
D,5,0.4729166666666629,2,62,0.49999999999999606,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
A,4,1.4229166666666657,9,57,1.5044052863436115,3,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
C,5,0.23541666666666572,0,60,0.24889867841409594,11,1.0
D,5,0.3541666666666643,2,62,0.374449339207046,9,1.0
C,5,0.11666666666666714,0,60,0.12334801762114588,13,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
G,4,1.4229166666666657,7,55,1.5044052863436115,3,1.0
G,5,1.4229166666666657,7,67,1.5044052863436115,3,1.0
F#,5,0.9479166666666643,6,66,1.0022026431718036,5,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
B,4,1.4229166666666657,11,59,1.5044052863436115,3,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
A,4,0.4729166666666629,9,57,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
G,4,0.4729166666666629,7,55,0.49999999999999606,8,1.0
G#,4,0.4729166666666629,8,56,0.49999999999999606,8,1.0
G#,4,0.4729166666666629,8,56,0.49999999999999606,8,1.0
G,4,0.4729166666666629,7,55,0.49999999999999606,8,1.0
A,4,0.4729166666666629,9,57,0.49999999999999606,8,1.0
A,4,0.4729166666666629,9,57,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
E,4,0.07916666666666572,4,52,0.08370044052863337,13,1.0
G,4,0.07916666666666572,7,55,0.08370044052863337,13,1.0
C,5,0.07916666666667993,0,60,0.08370044052864839,13,1.0
E,5,0.7083333333333286,4,64,0.748898678414092,6,1.0
F#,4,0.23541666666666572,6,54,0.24889867841409594,11,1.0
G,4,0.23541666666666572,7,55,0.24889867841409594,11,1.0
G#,4,0.23541666666666572,8,56,0.24889867841409594,11,1.0
G,4,0.23541666666666572,7,55,0.24889867841409594,11,1.0
A#,4,0.23541666666666572,10,58,0.24889867841409594,11,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
E,5,0.3541666666666714,4,64,0.3744493392070535,9,1.0
D,5,0.11666666666666003,2,62,0.12334801762113837,13,1.0
D,5,0.9479166666666714,2,62,1.0022026431718112,5,1.0
C,5,0.71041666666666,0,60,0.751101321585896,6,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
C,5,0.07500000000000284,0,60,0.07929515418502504,13,1.0
D,5,0.07500000000000284,2,62,0.07929515418502504,13,1.0
C,5,0.07500000000000284,0,60,0.07929515418502504,13,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
C,5,0.23541666666666572,0,60,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
G#,4,0.23541666666666572,8,56,0.24889867841409594,11,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
A#,4,0.23541666666666572,10,58,0.24889867841409594,11,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
C#,5,0.23541666666666572,1,61,0.24889867841409594,11,1.0
F,5,0.23541666666666572,5,65,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
A#,5,0.23541666666666572,10,70,0.24889867841409594,11,1.0
A,5,0.23541666666666572,9,69,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
G,5,1.4229166666666657,7,67,1.5044052863436115,3,1.0
F,5,0.9479166666666714,5,65,1.0022026431718112,5,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
D,5,0.1145833333333286,2,62,0.12114537444933421,13,1.0
E,5,0.1145833333333286,4,64,0.12114537444933421,13,1.0
D,5,0.1145833333333286,2,62,0.12114537444933421,13,1.0
E,5,0.1145833333333286,4,64,0.12114537444933421,13,1.0
D,5,0.1145833333333286,2,62,0.12114537444933421,13,1.0
E,5,0.1145833333333286,4,64,0.12114537444933421,13,1.0
D,5,0.1145833333333286,2,62,0.12114537444933421,13,1.0
E,5,0.1145833333333286,4,64,0.12114537444933421,13,1.0
D,5,0.1145833333333286,2,62,0.12114537444933421,13,1.0
E,5,0.1145833333333286,4,64,0.12114537444933421,13,1.0
D,5,0.1145833333333286,2,62,0.12114537444933421,13,1.0
E,5,0.1145833333333286,4,64,0.12114537444933421,13,1.0
C#,5,0.12291666666666856,1,61,0.12995594713656589,13,1.0
D,5,0.12291666666666856,2,62,0.12995594713656589,13,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
A,4,1.4229166666666657,9,57,1.5044052863436115,3,1.0
G,4,0.4729166666666629,7,55,0.49999999999999606,8,1.0
B,5,0.4729166666666629,11,71,0.49999999999999606,8,1.0
A#,5,0.4729166666666629,10,70,0.49999999999999606,8,1.0
A,5,0.11666666666666003,9,69,0.12334801762113837,13,1.0
G#,5,0.11666666666666003,8,68,0.12334801762113837,13,1.0
G,5,0.11666666666666003,7,67,0.12334801762113837,13,1.0
F#,5,0.11666666666666003,6,66,0.12334801762113837,13,1.0
F,5,0.11666666666666003,5,65,0.12334801762113837,13,1.0
D,5,0.11666666666666003,2,62,0.12334801762113837,13,1.0
B,4,0.11666666666666003,11,59,0.12334801762113837,13,1.0
G#,4,0.11666666666666003,8,56,0.12334801762113837,13,1.0
G,4,0.11666666666666003,7,55,0.12334801762113837,13,1.0
B,4,0.11666666666666003,11,59,0.12334801762113837,13,1.0
E,5,0.07708333333333428,4,64,0.0814977973568292,13,1.0
D,5,0.07708333333333428,2,62,0.0814977973568292,13,1.0
C,5,0.07708333333333428,0,60,0.0814977973568292,13,1.0
C,5,1.89791666666666,0,60,2.0066079295154116,2,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
E,5,0.9479166666666714,4,64,1.0022026431718112,5,1.0
D,5,0.4729166666666629,2,62,0.49999999999999606,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
A,4,1.4229166666666657,9,57,1.5044052863436115,3,1.0
C,5,0.3541666666666714,0,60,0.3744493392070535,9,1.0
C,5,0.3541666666666714,0,60,0.3744493392070535,9,1.0
C,5,0.3541666666666714,0,60,0.3744493392070535,9,1.0
C,5,0.3541666666666714,0,60,0.3744493392070535,9,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
C,5,0.23541666666666572,0,60,0.24889867841409594,11,1.0
D,5,0.3541666666666714,2,62,0.3744493392070535,9,1.0
C,5,0.11666666666666003,0,60,0.12334801762113837,13,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
G,4,1.4229166666666657,7,55,1.5044052863436115,3,1.0
G,5,1.4229166666666657,7,67,1.5044052863436115,3,1.0
F#,5,0.9479166666666714,6,66,1.0022026431718112,5,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
D,5,1.4229166666666657,2,62,1.5044052863436115,3,1.0
B,4,1.4229166666666657,11,59,1.5044052863436115,3,1.0
C,5,1.4229166666666657,0,60,1.5044052863436115,3,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
A,4,0.4729166666666629,9,57,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
G,4,0.4729166666666629,7,55,0.49999999999999606,8,1.0
G#,4,0.4729166666666629,8,56,0.49999999999999606,8,1.0
G#,4,0.4729166666666629,8,56,0.49999999999999606,8,1.0
G,4,0.4729166666666629,7,55,0.49999999999999606,8,1.0
A,4,0.4729166666666629,9,57,0.49999999999999606,8,1.0
A,4,0.4729166666666629,9,57,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
E,4,0.07916666666666572,4,52,0.08370044052863337,13,1.0
G,4,0.07916666666666572,7,55,0.08370044052863337,13,1.0
C,5,0.07916666666666572,0,60,0.08370044052863337,13,1.0
E,5,0.7083333333333286,4,64,0.748898678414092,6,1.0
F#,4,0.23541666666666572,6,54,0.24889867841409594,11,1.0
G,4,0.23541666666666572,7,55,0.24889867841409594,11,1.0
G#,4,0.23541666666666572,8,56,0.24889867841409594,11,1.0
G,4,0.23541666666666572,7,55,0.24889867841409594,11,1.0
A#,4,0.23541666666666572,10,58,0.24889867841409594,11,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
E,5,0.3541666666666714,4,64,0.3744493392070535,9,1.0
D,5,0.11666666666666003,2,62,0.12334801762113837,13,1.0
D,5,0.9479166666666714,2,62,1.0022026431718112,5,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
C,5,0.23541666666666572,0,60,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
C,5,0.056249999999991473,0,60,0.05947136563875751,13,1.0
D,5,0.056249999999991473,2,62,0.05947136563875751,13,1.0
C,5,0.056249999999991473,0,60,0.05947136563875751,13,1.0
D,5,0.056249999999991473,2,62,0.05947136563875751,13,1.0
B,4,0.23541666666666572,11,59,0.24889867841409594,11,1.0
C,5,0.23541666666666572,0,60,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
E,5,0.23541666666666572,4,64,0.24889867841409594,11,1.0
G#,4,0.23541666666666572,8,56,0.24889867841409594,11,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
A#,4,0.23541666666666572,10,58,0.24889867841409594,11,1.0
A,4,0.23541666666666572,9,57,0.24889867841409594,11,1.0
D,5,0.23541666666666572,2,62,0.24889867841409594,11,1.0
C#,5,0.2354166666666515,1,61,0.2488986784140809,11,1.0
F,5,0.2354166666666515,5,65,0.2488986784140809,11,1.0
E,5,0.2354166666666515,4,64,0.2488986784140809,11,1.0
A#,5,0.2354166666666515,10,70,0.2488986784140809,11,1.0
A,5,0.2354166666666515,9,69,0.2488986784140809,11,1.0
E,5,0.11666666666667425,4,64,0.1233480176211534,13,1.0
E,5,0.12291666666666856,4,64,0.12995594713656589,13,1.0
G,5,1.4229166666666515,7,67,1.5044052863435964,3,1.0
F,5,0.9479166666666572,5,65,1.0022026431717963,5,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
D,5,0.11458333333334281,2,62,0.12114537444934922,13,1.0
E,5,0.11458333333334281,4,64,0.12114537444934922,13,1.0
D,5,0.11458333333334281,2,62,0.12114537444934922,13,1.0
E,5,0.11458333333334281,4,64,0.12114537444934922,13,1.0
D,5,0.11458333333334281,2,62,0.12114537444934922,13,1.0
E,5,0.11458333333334281,4,64,0.12114537444934922,13,1.0
D,5,0.11458333333334281,2,62,0.12114537444934922,13,1.0
E,5,0.11458333333334281,4,64,0.12114537444934922,13,1.0
D,5,0.11458333333334281,2,62,0.12114537444934922,13,1.0
E,5,0.11458333333334281,4,64,0.12114537444934922,13,1.0
D,5,0.11458333333334281,2,62,0.12114537444934922,13,1.0
E,5,0.11458333333334281,4,64,0.12114537444934922,13,1.0
C#,5,0.12291666666666856,1,61,0.12995594713656589,13,1.0
D,5,0.12291666666666856,2,62,0.12995594713656589,13,1.0
E,5,0.2354166666666515,4,64,0.2488986784140809,11,1.0
E,5,0.4729166666666629,4,64,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
C,5,1.4229166666666515,0,60,1.5044052863435964,3,1.0
A,4,1.4229166666666515,9,57,1.5044052863435964,3,1.0
G,4,0.2354166666666515,7,55,0.2488986784140809,11,1.0
B,5,0.4729166666666629,11,71,0.49999999999999606,8,1.0
A#,5,0.2354166666666515,10,70,0.2488986784140809,11,1.0
A,5,0.2354166666666515,9,69,0.2488986784140809,11,1.0
G#,5,0.2354166666666515,8,68,0.2488986784140809,11,1.0
G,5,0.2354166666666515,7,67,0.2488986784140809,11,1.0
F#,5,0.2354166666666515,6,66,0.2488986784140809,11,1.0
F,5,0.2354166666666515,5,65,0.2488986784140809,11,1.0
F#,4,0.07708333333332007,6,54,0.08149779735681419,13,1.0
G,4,0.07708333333332007,7,55,0.08149779735681419,13,1.0
A,4,0.07708333333334849,9,57,0.08149779735684423,13,1.0
A#,4,0.11666666666667425,10,58,0.1233480176211534,13,1.0
B,4,0.11666666666667425,11,59,0.1233480176211534,13,1.0
E,5,0.07708333333332007,4,64,0.08149779735681419,13,1.0
D,5,0.07708333333332007,2,62,0.08149779735681419,13,1.0
C,5,0.07708333333334849,0,60,0.08149779735684423,13,1.0
C,5,2.847916666666663,0,60,3.0110132158590273,1,1.0
C,5,1.4229166666666515,0,60,1.5044052863435964,3,1.0
D,5,0.4729166666666629,2,62,0.49999999999999606,8,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
D,5,0.4729166666666629,2,62,0.49999999999999606,8,1.0
E,5,2.847916666666663,4,64,3.0110132158590273,1,1.0
C,5,1.6604166666666629,0,60,1.7555066079295114,2,1.0
D,5,0.2354166666666515,2,62,0.2488986784140809,11,1.0
C,5,0.2354166666666515,0,60,0.2488986784140809,11,1.0
D,5,0.2354166666666515,2,62,0.2488986784140809,11,1.0
C,5,0.2354166666666515,0,60,0.2488986784140809,11,1.0
D,5,0.2354166666666515,2,62,0.2488986784140809,11,1.0
E,5,0.9479166666666572,4,64,1.0022026431717963,5,1.0
D,5,0.11458333333334281,2,62,0.12114537444934922,13,1.0
C,5,0.11458333333334281,0,60,0.12114537444934922,13,1.0
B,4,0.11458333333334281,11,59,0.12114537444934922,13,1.0
C,5,0.11458333333334281,0,60,0.12114537444934922,13,1.0
C,6,0.4729166666666629,0,72,0.49999999999999606,8,1.0
B,5,0.4729166666666629,11,71,0.49999999999999606,8,1.0
A,5,0.4729166666666629,9,69,0.49999999999999606,8,1.0
G,5,0.9479166666666572,7,67,1.0022026431717963,5,1.0
F#,5,0.4729166666666629,6,66,0.49999999999999606,8,1.0
F,5,0.4729166666666629,5,65,0.49999999999999606,8,1.0
A,4,0.4729166666666629,9,57,0.49999999999999606,8,1.0
B,4,0.4729166666666629,11,59,0.49999999999999606,8,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
D,5,0.2354166666666515,2,62,0.2488986784140809,11,1.0
C,5,0.07499999999998863,0,60,0.07929515418501001,13,1.0
D,5,0.07499999999998863,2,62,0.07929515418501001,13,1.0
C,5,0.07500000000001705,0,60,0.07929515418504006,13,1.0
B,4,0.2354166666666515,11,59,0.2488986784140809,11,1.0
C,5,0.2354166666666515,0,60,0.2488986784140809,11,1.0
C,5,0.24791666666666856,0,60,0.2621145374449359,11,1.0
E,6,0.2354166666666515,4,76,0.2488986784140809,11,1.0
D,6,0.2354166666666515,2,74,0.2488986784140809,11,1.0
C,6,0.2354166666666515,0,72,0.2488986784140809,11,1.0
B,5,0.2354166666666515,11,71,0.2488986784140809,11,1.0
A,5,0.2354166666666515,9,69,0.2488986784140809,11,1.0
G#,5,0.4729166666666629,8,68,0.49999999999999606,8,1.0
G,5,0.4729166666666629,7,67,0.49999999999999606,8,1.0
F#,5,0.4729166666666629,6,66,0.49999999999999606,8,1.0
F#,5,0.2354166666666515,6,66,0.2488986784140809,11,1.0
F,5,0.2354166666666515,5,65,0.2488986784140809,11,1.0
F,5,0.2354166666666515,5,65,0.2488986784140809,11,1.0
E,5,0.2354166666666515,4,64,0.2488986784140809,11,1.0
E,5,0.3541666666666572,4,64,0.3744493392070385,9,1.0
D,5,0.11666666666667425,2,62,0.1233480176211534,13,1.0
C,5,2.847916666666663,0,60,3.0110132158590273,1,1.0
C,5,1.5999999999999943,0,60,1.6916299559471306,3,1.0
D,5,0.17500000000001137,2,62,0.1850220264317301,12,1.0
C,5,0.17500000000001137,0,60,0.1850220264317301,12,1.0
D,5,0.17500000000001137,2,62,0.1850220264317301,12,1.0
C,5,0.17500000000001137,0,60,0.1850220264317301,12,1.0
D,5,0.17500000000001137,2,62,0.1850220264317301,12,1.0
C,5,0.17500000000001137,0,60,0.1850220264317301,12,1.0
D,5,0.17500000000001137,2,62,0.1850220264317301,12,1.0
C,5,2.847916666666663,0,60,3.0110132158590273,1,1.0
C,5,0.4729166666666629,0,60,0.49999999999999606,8,1.0
F,4,0.2354166666666515,5,53,0.2488986784140809,11,1.0
G,4,0.2354166666666515,7,55,0.2488986784140809,11,1.0
F,4,0.056250000000005684,5,53,0.05947136563877253,13,1.0
G,4,0.056250000000005684,7,55,0.05947136563877253,13,1.0
F,4,0.056250000000005684,5,53,0.05947136563877253,13,1.0
G,4,0.056250000000005684,7,55,0.05947136563877253,13,1.0
E,4,0.2354166666666515,4,52,0.2488986784140809,11,1.0
F,4,0.2354166666666515,5,53,0.2488986784140809,11,1.0
G#,4,0.2354166666666515,8,56,0.2488986784140809,11,1.0
C,5,0.2354166666666515,0,60,0.2488986784140809,11,1.0
F,5,0.2354166666666515,5,65,0.2488986784140809,11,1.0
C,6,0.2354166666666515,0,72,0.2488986784140809,11,1.0
D,6,0.11666666666667425,2,74,0.1233480176211534,13,1.0
E,6,0.4729166666666629,4,76,0.49999999999999606,8,1.0
C,6,0.4729166666666629,0,72,0.49999999999999606,8,1.0
C,7,0.9479166666666572,0,84,1.0022026431717963,5,1.0
B,6,0.4729166666666629,11,83,0.49999999999999606,8,1.0
A,6,0.4729166666666629,9,81,0.49999999999999606,8,1.0
G#,6,0.4729166666666629,8,80,0.49999999999999606,8,1.0
G,6,0.4729166666666629,7,79,0.49999999999999606,8,1.0
F#,6,0.4729166666666629,6,78,0.49999999999999606,8,1.0
F,6,0.4729166666666629,5,77,0.49999999999999606,8,1.0
E,6,0.4729166666666629,4,76,0.49999999999999606,8,1.0
B,5,0.4729166666666629,11,71,0.49999999999999606,8,1.0
C,6,0.4729166666666629,0,72,0.49999999999999606,8,1.0
C,7,1.4229166666666515,0,84,1.5044052863435964,3,1.0
D,6,0.4729166666666629,2,74,0.49999999999999606,8,1.0
A,6,0.4729166666666629,9,81,0.49999999999999606,8,1.0
G#,6,2.847916666666663,8,80,3.0110132158590273,1,1.0
G,6,5.695833333333326,7,79,6.0220264317180545,0,1.0
G#,6,0.20000014999999394,8,80,0.21145390308369405,11,1.0
G,6,0.20000014999999394,7,79,0.21145390308369405,11,1.0
A,6,0.20000014999999394,9,81,0.21145390308369405,11,1.0
F#,6,0.20000014999999394,6,78,0.21145390308369405,11,1.0
G#,6,0.17499988333332794,8,80,0.18502190308369476,12,1.0
G,6,0.17499988333335637,7,79,0.18502190308372482,12,1.0
A,6,0.17499988333332794,9,81,0.18502190308369476,12,1.0
F#,6,0.17499988333335637,6,78,0.18502190308372482,12,1.0
G#,6,0.11666666666667425,8,80,0.1233480176211534,13,1.0
G,6,0.11666666666667425,7,79,0.1233480176211534,13,1.0
A,6,0.11666666666667425,9,81,0.1233480176211534,13,1.0
F#,6,0.11666666666667425,6,78,0.1233480176211534,13,1.0
G#,6,0.11666666666667425,8,80,0.1233480176211534,13,1.0
G,6,0.11666666666667425,7,79,0.1233480176211534,13,1.0
A,6,0.11666666666667425,9,81,0.1233480176211534,13,1.0
F#,6,0.11666666666667425,6,78,0.1233480176211534,13,1.0
G#,6,0.09999966666666182,8,80,0.10572651982378342,13,1.0
G,6,0.09999966666666182,7,79,0.10572651982378342,13,1.0
A,6,0.09999966666669025,9,81,0.10572651982381348,13,1.0
F#,6,0.09999966666666182,6,78,0.10572651982378342,13,1.0
G#,6,0.09999966666666182,8,80,0.10572651982378342,13,1.0
G,6,0.09999966666669025,7,79,0.10572651982381348,13,1.0
A,6,0.09999966666666182,9,81,0.10572651982378342,13,1.0
F#,6,0.09999966666666182,6,78,0.10572651982378342,13,1.0
G#,6,0.09999966666669025,8,80,0.10572651982381348,13,1.0
G,6,0.09999966666666182,7,79,0.10572651982378342,13,1.0
A,6,0.09999966666666182,9,81,0.10572651982378342,13,1.0
F#,6,0.09999966666666182,6,78,0.10572651982378342,13,1.0
G#,6,0.08750023333334411,8,80,0.09251125991190566,13,1.0
G,6,0.08750023333334411,7,79,0.09251125991190566,13,1.0
A,6,0.08750023333334411,9,81,0.09251125991190566,13,1.0
F#,6,0.08750023333334411,6,78,0.09251125991190566,13,1.0
G#,6,0.08750023333334411,8,80,0.09251125991190566,13,1.0
G,6,0.08750023333334411,7,79,0.09251125991190566,13,1.0
A,6,0.08750023333334411,9,81,0.09251125991190566,13,1.0
F#,6,0.08750023333334411,6,78,0.09251125991190566,13,1.0
G#,6,0.08750023333334411,8,80,0.09251125991190566,13,1.0
G,6,0.08750023333334411,7,79,0.09251125991190566,13,1.0
A,6,0.08750023333334411,9,81,0.09251125991190566,13,1.0
F#,6,0.08750023333334411,6,78,0.09251125991190566,13,1.0
G#,6,0.08750023333334411,8,80,0.09251125991190566,13,1.0
G,6,0.08750023333334411,7,79,0.09251125991190566,13,1.0
A,6,0.08750023333334411,9,81,0.09251125991190566,13,1.0
F#,6,0.08750023333334411,6,78,0.09251125991190566,13,1.0
G#,6,0.08750023333334411,8,80,0.09251125991190566,13,1.0
G,6,0.08750023333334411,7,79,0.09251125991190566,13,1.0
A,6,0.08750023333334411,9,81,0.09251125991190566,13,1.0
F#,6,0.08750023333334411,6,78,0.09251125991190566,13,1.0
G#,6,0.13999999999998636,8,80,0.14801762114536002,12,1.0
G,6,0.13999999999998636,7,79,0.14801762114536002,12,1.0
